OBJECTID,gbifID,accessRights,bibliographicCitation,identifier,language,license,modified,references,rights,rightsHolder,type,institutionID,collectionID,datasetID,institutionCode,collectionCode,datasetName,ownerInstitutionCode,basisOfRecord,informationWithheld,dynamicProperties,occurrenceID,catalogNumber,recordNumber,recordedBy,individualCount,reproductiveCondition,occurrenceStatus,preparations,disposition,associatedReferences,associatedTaxa,otherCatalogNumbers,occurrenceRemarks,organismID,previousIdentifications,materialSampleID,eventID,fieldNumber,eventDate,eventTime,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,habitat,higherGeography,continent,countryCode,stateProvince,county,municipality,locality,verbatimLocality,verbatimElevation,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,locationAccordingTo,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,verbatimCoordinateSystem,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,identificationID,identificationQualifier,identifiedBy,dateIdentified,identificationVerificationStatus,identificationRemarks,taxonID,higherClassification,kingdom,phylum,class,taxonomic_order,family,genus,specificEpithet,infraspecificEpithet,taxonRank,verbatimTaxonRank,vernacularName,nomenclaturalCode,taxonomicStatus,datasetKey,publishingCountry,lastInterpreted,elevation,elevationAccuracy,issue,mediaType,hasCoordinate,hasGeospatialIssues,taxonKey,acceptedTaxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,species,genericName,acceptedScientificName,verbatimScientificName,protocol,lastParsed,lastCrawled,repatriated,level0Gid,level0Name,level1Gid,level1Name,level2Gid,level2Name,scientificName,iucnRedListCategory
21,3457119150,,,102600358,,CC_BY_NC_4_0,2021-12-15T15:33:52Z,https://www.inaturalist.org/observations/102600358,,C.S.Yampae,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/102600358,102600358,,C.S.Yampae,,,PRESENT,,,,,,,,,,,,2021-08-11 13:19:24,21:19:24Z,,,2021,8,11,Wed Aug 11 2021 13:19:24 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.143197,-149.708113,16,,,,,,,,224732500,,C.S.Yampae,2021-12-06 12:31:09,,,79273,,Plantae,Tracheophyta,Liliopsida,Liliales,Liliaceae,Streptopus,amplexifolius,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T18:57:21.105Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,2752734,2752734,6,7707728,196,1172,7699,2752729,2752734,Streptopus amplexifolius,Streptopus,Streptopus amplexifolius (L.) DC.,Streptopus amplexifolius,DWC_ARCHIVE,2022-03-15T18:57:21.105Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Streptopus amplexifolius (L.) DC.,NE
22,3457110644,,,104790117,,CC_BY_NC_4_0,2022-01-14T08:49:53Z,https://www.inaturalist.org/observations/104790117,,aam907,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/104790117,104790117,,aam907,,,PRESENT,,,,,,,,,,,,2021-05-16 11:59:00,19:59:00Z,,,2021,5,16,2021/05/16 11:59 AM AKDT,,,,US,Alaska,,,,"Anchorage, AK, USA",,,,,61.147582,-149.709412,1064,,,,,,,,231064320,,aam907,2022-01-12 1:37:49,,,79499,,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,edule,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T19:10:56.264Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,2888613,2888613,6,7707728,220,946,2510,2888580,2888613,Viburnum edule,Viburnum,Viburnum edule (Michx.) Raf.,Viburnum edule,DWC_ARCHIVE,2022-03-15T19:10:56.264Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Viburnum edule (Michx.) Raf.,NE
24,3456998778,,,102734449,,CC_BY_NC_4_0,2021-12-14T04:49:29Z,https://www.inaturalist.org/observations/102734449,,mattmd767,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/102734449,102734449,,mattmd767,,,PRESENT,,,,,,,,,,,,2021-07-23 11:39:06,18:39:06Z,,,2021,7,23,Fri Jul 23 2021 11:39:06 GMT-0700 (PDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.089611,-149.54512,30,,,,,,,,225174011,,mattmd767,2021-12-08 21:45:14,,,357930,,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Micranthes,nelsoniana,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T19:10:07.215Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,7177586,7177586,6,7707728,220,7219248,2402,6447095,7177586,Micranthes nelsoniana,Micranthes,Micranthes nelsoniana (D.Don) Small,Micranthes nelsoniana,DWC_ARCHIVE,2022-03-15T19:10:07.215Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Micranthes nelsoniana (D.Don) Small,NE
25,3456978733,,,101371319,,CC_BY_NC_4_0,2021-12-07T18:11:42Z,https://www.inaturalist.org/observations/101371319,,C.S.Yampae,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/101371319,101371319,,C.S.Yampae,,,PRESENT,,,,,,,,,,,,2021-09-20 15:25:00,15:25:00Z,,,2021,9,20,2021/09/20 3:25 PM UTC,,,,US,Alaska,,,,"Anchorage, AK, USA",,,,,61.105529,-149.649378,49,,,,,,,,224973008,,dennisronsse,2021-12-07 18:05:28,,"Thicker looking leaves, and especially the dry rocky habitat is 99% likely to be A. alpina. Habitat for A. rubra is “spruce forests and bogs at lower elevations than alpine bearberry” per Viereck & Little.",204243,,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Arctous,alpina,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T18:44:09.072Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,10843163,10843163,6,7707728,220,1353,2505,7134933,10843163,Arctous alpina,Arctous,"Arctous alpina Linnaeus, 1753",Arctous alpina,DWC_ARCHIVE,2022-03-15T18:44:09.072Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,"Arctous alpina Linnaeus, 1753",NE
27,3456939327,,,100345843,,CC_BY_NC_4_0,2022-01-03T19:56:34Z,https://www.inaturalist.org/observations/100345843,,dennisronsse,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/100345843,100345843,,dennisronsse,,,PRESENT,,,,,,,,,,,,2021-04-20 8:53:00,16:53:00Z,,,2021,4,20,2021/04/20 8:53 AM AKDT,,,,US,Alaska,,,,"Anchorage, AK, USA",,,,,61.340769,-148.997772,4,,,,,,,,218835964,,dennisronsse,2021-11-05 21:24:50,,,220110,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Nephromopsis,cucullata,,SPECIES,,,,SYNONYM,50c9509d-22c7-4a22-a47d-8c48425ef4a7,CR,2022-03-15T18:45:04.283Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,2605422,10307780,5,95,180,1048,8305,6607767,10307780,Nephromopsis cucullata,Flavocetraria,"Nephromopsis cucullata (Bellardi) Divakar, A.Crespo & Lumbsch",Flavocetraria cucullata,DWC_ARCHIVE,2022-03-15T18:45:04.283Z,2022-03-15T15:37:03.857Z,TRUE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Flavocetraria cucullata (Bellardi) Kärnefelt & A.Thell,NE
28,3456909646,,,103773828,,CC_BY_NC_4_0,2021-12-31T13:23:29Z,https://www.inaturalist.org/observations/103773828,,idiota_vulgaris,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/103773828,103773828,,idiota_vulgaris,,flowering,PRESENT,,,,,,,,,,,,2021-08-12 0:00:00,,,,2021,8,12,8/12/2021,,,,US,Alaska,,,,"Anchorage, AK, USA",,,,,61.234529,-149.275637,139,,,,,,,,228176440,,idiota_vulgaris,2021-12-27 20:27:20,,,48491,,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Aconitum,delphiniifolium,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T19:02:05.744Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,7994520,7994520,6,7707728,220,399,2410,3033663,7994520,Aconitum delphiniifolium,Aconitum,Aconitum delphiniifolium Hort.Prag. ex Steud.,Aconitum delphiniifolium,DWC_ARCHIVE,2022-03-15T19:02:05.744Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Aconitum delphiniifolium Hort.Prag. ex Steud.,NE
29,3456883481,,,84466326,,CC_BY_NC_4_0,2021-12-02T05:50:08Z,https://www.inaturalist.org/observations/84466326,,billsherwonit,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/84466326,84466326,,billsherwonit,,,PRESENT,,,,,,,,,,,,2021-06-25 12:22:53,20:22:53Z,,,2021,6,25,Fri Jun 25 2021 12:22:53 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.134782,-149.645861,959,,,,,,,,186022005,,billsherwonit,2021-06-25 20:23:48,,,117326,,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Picea,glauca,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T19:05:43.741Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,5284745,5284745,6,7707728,194,640,3925,7606064,5284745,Picea glauca,Picea,Picea glauca (Moench) Voss,Picea glauca,DWC_ARCHIVE,2022-03-15T19:05:43.741Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Picea glauca (Moench) Voss,LC
30,3456863899,,,88078632,,CC0_1_0,2022-01-07T11:16:54Z,https://www.inaturalist.org/observations/88078632,,Heather Mazzaccaro,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/88078632,88078632,,Heather Mazzaccaro,,flowering,PRESENT,,,,,,,,,,,,2021-07-21 9:28:59,13:28:59Z,,,2021,7,21,7/21/21 9:28,,,,US,Alaska,,,,"Anchorage, AK 99567, USA",,,,,61.443593,-149.360872,49,,,,,,,,193111638,,Heather Mazzaccaro,2021-07-22 2:55:59,,,146900,,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Mertensia,paniculata,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T19:09:43.654Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,5341214,5341214,6,7707728,220,7226464,2498,2663415,5341214,Mertensia paniculata,Mertensia,Mertensia paniculata (Aiton) G.Don,Mertensia paniculata,DWC_ARCHIVE,2022-03-15T19:09:43.654Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Mertensia paniculata (Aiton) G.Don,NE
31,3456849562,,,84478766,,CC_BY_NC_4_0,2021-12-02T03:26:54Z,https://www.inaturalist.org/observations/84478766,,outdoorexploring,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/84478766,84478766,,outdoorexploring,,,PRESENT,,,,,,,,,,,,2021-06-25 14:14:50,22:14:50Z,,,2021,6,25,Fri Jun 25 2021 14:14:50 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.408222,-149.390077,4,,,,,,,,218062626,,M. Goff,2021-11-02 7:33:52,,,78846,,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Rhodiola,integrifolia,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T19:02:52.938Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,2985695,2985695,6,7707728,220,7219248,2406,2985687,2985695,Rhodiola integrifolia,Rhodiola,Rhodiola integrifolia Raf.,Rhodiola integrifolia,DWC_ARCHIVE,2022-03-15T19:02:52.938Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Rhodiola integrifolia Raf.,NE
32,3456834801,,,88346473,,CC_BY_NC_4_0,2021-12-17T05:04:43Z,https://www.inaturalist.org/observations/88346473,,mballely,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/88346473,88346473,,mballely,,,PRESENT,,,,,,,,,,,,2021-07-23 19:49:39,03:49:39Z,,,2021,7,23,Fri Jul 23 2021 19:49:39 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.337011,-149.493426,24,,,,,,,,193626937,,mballely,2021-07-24 3:50:17,,,144177,,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifraga,tricuspidata,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T18:59:31.552Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,3032759,3032759,6,7707728,220,7219248,2402,2987833,3032759,Saxifraga tricuspidata,Saxifraga,Saxifraga tricuspidata Rottb.,Saxifraga tricuspidata,DWC_ARCHIVE,2022-03-15T18:59:31.552Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Saxifraga tricuspidata Rottb.,NE
33,3456815162,,,102649556,,CC_BY_NC_4_0,2021-12-07T17:25:07Z,https://www.inaturalist.org/observations/102649556,,C.S.Yampae,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/102649556,102649556,,C.S.Yampae,,,PRESENT,,,,,,,,,,,,2021-09-11 16:12:00,16:12:00Z,,,2021,9,11,2021/09/11 4:12 PM UTC,,,,US,Alaska,,,,"Anchorage, AK, USA",,,,,61.103669,-149.678754,11,,,,,,,,224948166,,willhendricks,2021-12-07 15:24:31,,,61067,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Leymus,mollis,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T19:23:33.069Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,2706373,2706373,6,7707728,196,1369,3073,2706325,2706373,Leymus mollis,Leymus,Leymus mollis (Trin.) Pilg.,Leymus mollis,DWC_ARCHIVE,2022-03-15T19:23:33.069Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Leymus mollis (Trin.) Pilg.,NE
34,3456814101,,,88861612,,CC_BY_NC_4_0,2021-12-12T17:33:25Z,https://www.inaturalist.org/observations/88861612,,billsherwonit,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/88861612,88861612,,billsherwonit,,,PRESENT,,,,,,,,,,,,2021-07-27 12:17:43,20:17:43Z,,,2021,7,27,Tue Jul 27 2021 12:17:43 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.001121,-149.57781,65,,,,,,,,194610874,,billsherwonit,2021-07-27 20:18:05,,,60389,,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Gentianaceae,Gentianella,amarella,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T18:43:24.348Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,8196434,8196434,6,7707728,220,412,2503,3169845,8196434,Gentianella amarella,Gentianella,Gentianella amarella (L.) Börner,Gentianella amarella,DWC_ARCHIVE,2022-03-15T18:43:24.348Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Gentianella amarella (L.) Börner,NE
35,3456813577,,,85247392,,CC_BY_NC_4_0,2021-12-14T01:04:59Z,https://www.inaturalist.org/observations/85247392,,billsherwonit,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/85247392,85247392,,billsherwonit,,,PRESENT,,,,,,,,,,,,2021-07-01 11:29:19,19:29:19Z,,,2021,7,1,Thu Jul 01 2021 11:29:19 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.103691,-149.677542,5,,,,,,,,187565653,,billsherwonit,2021-07-01 19:29:39,,,47602,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Taraxacum,officinale,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T19:23:15.042Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,5394163,5394163,6,7707728,220,414,3065,7787708,5394163,Taraxacum officinale,Taraxacum,Taraxacum officinale Weber ex Wiggins,Taraxacum officinale,DWC_ARCHIVE,2022-03-15T19:23:15.042Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Taraxacum officinale Weber ex Wiggins,NE
36,3456772967,,,98071960,,CC_BY_NC_4_0,2021-12-07T19:24:09Z,https://www.inaturalist.org/observations/98071960,,C.S.Yampae,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/98071960,98071960,,C.S.Yampae,,,PRESENT,,,,,,,,,,,,2021-10-12 17:59:00,17:59:00Z,,,2021,10,12,2021/10/12 5:59 PM UTC,,,,US,Alaska,,,,Base of Campbell Creek Gorge,,,,,61.146304,-149.711548,9,,,,,,,,219482488,,Jeff,2021-11-08 17:42:36,,,78668,,Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,Polemonium,pulcherrimum,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T18:44:03.574Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,2927853,2927853,6,7707728,220,1353,6648,2927831,2927853,Polemonium pulcherrimum,Polemonium,Polemonium pulcherrimum Hook.,Polemonium pulcherrimum,DWC_ARCHIVE,2022-03-15T18:44:03.574Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Polemonium pulcherrimum Hook.,LC
37,3456772809,,,88907763,,CC_BY_NC_4_0,2021-12-08T06:06:34Z,https://www.inaturalist.org/observations/88907763,,Matthew Moskwik,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/88907763,88907763,,Matthew Moskwik,,,PRESENT,,,,,,,,,,,,2021-07-27 20:07:36,00:07:36Z,,,2021,7,27,7/27/21 20:07,,,,US,Alaska,,,,"Anchorage, AK 99516, USA",,,,,61.007011,-149.695794,,,,,,,,,194813328,,Matthew Moskwik,2021-07-28 15:33:31,,,62312,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Campanula,rotundifolia,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T18:43:25.158Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,5410907,5410907,6,7707728,220,414,8801,3161935,5410907,Campanula rotundifolia,Campanula,Campanula rotundifolia L.,Campanula rotundifolia,DWC_ARCHIVE,2022-03-15T18:43:25.158Z,2022-03-15T15:37:03.857Z,FALSE,,,,,,,Campanula rotundifolia L.,NE
38,3456772363,,,85741373,,CC_BY_NC_4_0,2021-11-30T06:20:15Z,https://www.inaturalist.org/observations/85741373,,boldenowml,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/85741373,85741373,,boldenowml,,,PRESENT,,,,,,,,,,,,2021-07-04 15:23:06,23:23:06Z,,,2021,7,4,Sun Jul 04 2021 15:23:06 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.082717,-149.634522,5,,,,,,,,188490501,,boldenowml,2021-07-05 9:01:22,,,166242,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Pedicularis,labradorica,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T19:07:59.987Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,3171689,3171689,6,7707728,220,408,6651,3171670,3171689,Pedicularis labradorica,Pedicularis,Pedicularis labradorica Wirsing,Pedicularis labradorica,DWC_ARCHIVE,2022-03-15T19:07:59.987Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Pedicularis labradorica Wirsing,LC
39,3456757551,,,84493896,,CC_BY_NC_4_0,2021-12-02T04:58:53Z,https://www.inaturalist.org/observations/84493896,,outdoorexploring,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/84493896,84493896,,outdoorexploring,,,PRESENT,,,,,,,,,,,,2021-06-25 16:23:51,00:23:51Z,,,2021,6,25,Fri Jun 25 2021 16:23:51 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach, Anchorage County, US-AK, US",,,,,61.404952,-149.364638,4,,,,,,,,186209427,,outdoorexploring,2021-06-26 16:00:16,,,76606,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Dasiphora,fruticosa,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T18:42:47.087Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,5370380,5370380,6,7707728,220,691,5015,3029309,5370380,Dasiphora fruticosa,Dasiphora,Dasiphora fruticosa (L.) Rydb.,Dasiphora fruticosa,DWC_ARCHIVE,2022-03-15T18:42:47.087Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Dasiphora fruticosa (L.) Rydb.,NE
40,3456753394,,,80529222,,CC_BY_NC_4_0,2021-12-23T02:06:58Z,https://www.inaturalist.org/observations/80529222,,billsherwonit,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/80529222,80529222,,billsherwonit,,,PRESENT,,,,,,,,,,,,2021-05-27 13:40:31,21:40:31Z,,,2021,5,27,Thu May 27 2021 13:40:31 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,60.993461,-149.580842,10,,,,,,,,179712182,,dennisronsse,2021-06-02 0:47:54,,"Nice photo. Close-up of the flowers shows stalked glands on the ovaries, and sepals with no hair which makes it skunk currant (Ribes glandulosum). R. triste does not have stalked glands on the ovaries, and another possibility, R. laxiflorum has hairy sepals.",85475,,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,glandulosum,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T19:02:05.507Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,2986208,2986208,6,7707728,220,7219248,2403,2986095,2986208,Ribes glandulosum,Ribes,Ribes glandulosum Grauer,Ribes glandulosum,DWC_ARCHIVE,2022-03-15T19:02:05.507Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Ribes glandulosum Grauer,LC
41,3456751373,,,99028235,,CC_BY_NC_4_0,2021-11-30T20:54:53Z,https://www.inaturalist.org/observations/99028235,,C.S.Yampae,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/99028235,99028235,,C.S.Yampae,,,PRESENT,,,,,,,,,,,,2021-10-22 14:09:00,14:09:00Z,,,2021,10,22,2021/10/22 2:09 PM UTC,,,,US,Alaska,,,,"Anchorage, AK, USA",,,,,61.14705,-149.713803,60,,,,,,,,223748537,,Jurga Motiejūnaitė,2021-11-30 20:53:36,,,54354,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Cetraria,muricata,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T18:55:58.543Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,2605266,2605266,5,95,180,1048,8305,2601309,2605266,Cetraria muricata,Cetraria,Cetraria muricata (Ach.) Eckfeldt,Cetraria muricata,DWC_ARCHIVE,2022-03-15T18:55:58.543Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Cetraria muricata (Ach.) Eckfeldt,NE
42,3456744347,,,95002166,,CC_BY_NC_4_0,2021-12-07T19:51:11Z,https://www.inaturalist.org/observations/95002166,,C.S.Yampae,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/95002166,95002166,,C.S.Yampae,,,PRESENT,,,,,,,,,,,,2021-09-15 19:39:00,19:39:00Z,,,2021,9,15,2021/09/15 7:39 PM UTC,,,,US,Alaska,,,,"Anchorage, AK, USA",,,,,61.14841,-149.712944,35,,,,,,,,219395612,,M. Goff,2021-11-08 8:03:36,,,119826,,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Arabidopsis,lyrata,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T18:55:39.276Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,3052468,3052468,6,7707728,220,7225535,3112,3052435,3052468,Arabidopsis lyrata,Arabidopsis,Arabidopsis lyrata (L.) O'Kane & Al-Shehbaz,Arabidopsis lyrata,DWC_ARCHIVE,2022-03-15T18:55:39.276Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Arabidopsis lyrata (L.) O'Kane & Al-Shehbaz,NE
